1.000000 	 536 
1.040597 	 1072 
1.061555 	 1608 
1.082514 	 2144 
1.103010 	 2680 
1.103934 	 3216 
1.123968 	 3752 
1.124893 	 4288 
1.125818 	 4824 
1.144926 	 5360 
1.145851 	 5896 
1.146776 	 6432 
1.147701 	 6968 
1.165422 	 7504 
1.166347 	 8040 
1.167272 	 8576 
1.168197 	 9112 
1.169122 	 9648 
1.170014 	 10184 
1.185918 	 10720 
1.186792 	 11256 
1.187691 	 11792 
1.195653 	 12328 
1.203973 	 12864 
1.212293 	 13400 
1.220613 	 13936 
1.228933 	 14472 
1.237253 	 15008 
1.245573 	 15544 
1.253893 	 16080 
1.262213 	 16616 
1.270533 	 17152 
1.278853 	 17688 
1.287173 	 18224 
1.295493 	 18760 
1.303813 	 19296 
1.312133 	 19832 
1.320453 	 20368 
1.328773 	 20904 
1.337093 	 21440 
1.345413 	 21976 
1.353733 	 22512 
1.362053 	 23048 
1.370373 	 23584 
1.378693 	 24120 
1.387013 	 24656 
1.395333 	 25192 
1.403653 	 25728 
1.411973 	 26264 
1.420293 	 26800 
1.428613 	 27336 
1.436933 	 27872 
1.445253 	 28408 
1.453573 	 28944 
1.461893 	 29480 
1.470213 	 30016 
1.478533 	 30552 
1.486853 	 31088 
1.495173 	 31624 
1.503493 	 32160 
1.511813 	 32696 
1.520133 	 33232 
1.528453 	 33768 
1.536773 	 34304 
1.545093 	 34840 
1.553413 	 35376 
1.561733 	 35912 
1.570053 	 36448 
1.578373 	 36984 
1.586693 	 37520 
1.595013 	 38056 
1.603333 	 38592 
1.611653 	 39128 
1.619973 	 39664 
1.628293 	 40200 
1.636613 	 40736 
1.644933 	 41272 
1.653253 	 41808 
1.661573 	 42344 
1.669893 	 42880 
1.678213 	 43416 
1.686533 	 43952 
1.694853 	 44488 
1.703173 	 45024 
1.711493 	 45560 
1.719813 	 46096 
1.728133 	 46632 
1.736453 	 47168 
1.744773 	 47704 
1.753093 	 48240 
1.761413 	 48776 
1.769733 	 49312 
1.778053 	 49848 
1.786373 	 50384 
1.794693 	 50920 
1.803013 	 51456 
1.811333 	 51992 
1.819653 	 52528 
1.827973 	 53064 
1.836293 	 53600 
1.844613 	 54136 
1.852933 	 54672 
1.861253 	 55208 
1.869573 	 55744 
1.877893 	 56280 
1.886213 	 56816 
1.894533 	 57352 
1.902853 	 57888 
1.911173 	 58424 
1.919493 	 58960 
1.927813 	 59496 
1.936133 	 60032 
1.944453 	 60568 
1.952773 	 61104 
1.961093 	 61640 
1.969413 	 62176 
1.977733 	 62712 
1.986053 	 63248 
1.994373 	 63784 
2.002693 	 64320 
2.011013 	 64856 
2.019333 	 65392 
2.027653 	 65928 
2.035973 	 65932 
2.044293 	 65936 
2.052613 	 65940 
2.060933 	 65944 
2.069253 	 65948 
2.077573 	 65952 
2.085893 	 65956 
2.094213 	 65960 
2.102533 	 65964 
2.110853 	 65968 
2.119173 	 65972 
2.127493 	 65976 
2.135813 	 65980 
2.144133 	 65984 
2.152453 	 65988 
2.160773 	 65992 
2.169093 	 65996 
2.177413 	 66000 
2.185733 	 66004 
2.194053 	 66008 
2.202373 	 66012 
2.210693 	 66016 
2.219013 	 66020 
2.227333 	 66024 
2.235653 	 66028 
2.243973 	 66032 
2.252293 	 66036 
2.260613 	 66040 
2.268933 	 66044 
2.277253 	 66048 
2.285573 	 66052 
2.293893 	 66056 
2.302213 	 66060 
2.310533 	 66064 
2.318853 	 66068 
2.327173 	 66072 
2.335493 	 66076 
2.343813 	 66080 
2.352133 	 66084 
2.360453 	 66088 
2.368773 	 66092 
2.377093 	 66096 
2.385413 	 66100 
2.393733 	 66104 
2.402053 	 66108 
2.410373 	 66112 
2.418693 	 66116 
2.427013 	 66120 
2.435333 	 66124 
2.443653 	 66128 
2.451973 	 66132 
2.460293 	 66136 
2.468613 	 66140 
2.476933 	 66144 
2.485253 	 66148 
2.493573 	 66152 
2.501893 	 66156 
2.510213 	 66160 
2.518533 	 66164 
2.526853 	 66168 
2.535173 	 66172 
2.543493 	 66176 
2.551813 	 66180 
2.560133 	 66184 
2.568453 	 66188 
2.576773 	 66192 
2.585093 	 66196 
2.593413 	 66200 
2.601733 	 66204 
2.610053 	 66208 
2.618373 	 66212 
2.626693 	 66216 
2.635013 	 66220 
2.643333 	 66224 
2.651653 	 66228 
2.659973 	 66232 
2.668293 	 66236 
2.676613 	 66240 
2.684933 	 66244 
2.693253 	 66248 
2.701573 	 66252 
2.709893 	 66256 
2.718213 	 66260 
2.726533 	 66264 
2.734853 	 66268 
2.743173 	 66272 
2.751493 	 66276 
2.759813 	 66280 
2.768133 	 66284 
2.776453 	 66288 
2.784773 	 66292 
2.793093 	 66296 
2.801413 	 66300 
2.809733 	 66304 
2.818053 	 66308 
2.826373 	 66312 
2.834693 	 66316 
2.843013 	 66320 
2.851333 	 66324 
2.859653 	 66328 
2.867973 	 66332 
2.876293 	 66336 
2.884613 	 66340 
2.892933 	 66344 
2.901253 	 66348 
2.909573 	 66352 
2.917893 	 66356 
2.926213 	 66360 
2.934533 	 66364 
2.942853 	 66368 
2.951173 	 66372 
2.959493 	 66376 
2.967813 	 66380 
2.976133 	 66384 
2.984453 	 66388 
2.992773 	 66392 
3.001093 	 66396 
3.009413 	 66400 
3.017733 	 66404 
3.026053 	 66408 
3.034373 	 66412 
3.042693 	 66416 
3.051013 	 66420 
3.059333 	 66424 
3.067653 	 66428 
3.075973 	 66432 
3.084293 	 66436 
3.092613 	 66440 
3.100933 	 66444 
3.109253 	 66448 
3.117573 	 66452 
3.125893 	 66456 
3.134213 	 66460 
3.142533 	 66464 
3.150853 	 66468 
3.159173 	 66472 
3.167493 	 66476 
3.175813 	 66480 
3.184133 	 66484 
3.192453 	 66488 
3.200773 	 66492 
3.209093 	 66496 
