0 0
0.05 0
0.1 0.0008576
0.15 0.0025728
0.2 0.0051456
0.25 0.0094336
0.3 0.0154368
0.35 0.0240128
0.4 0.0360192
0.45 0.0497408
0.5 0.0634624
0.55 0.077184
0.6 0.0917632
0.65 0.105485
0.7 0.119206
0.75 0.132928
0.8 0.147507
0.85 0.161229
0.9 0.17495
0.95 0.188672
1 0.202394
1.05 0.216973
1.1 0.230694
1.15 0.244416
1.2 0.258138
1.25 0.272717
1.3 0.286438
1.35 0.292442
1.4 0.292442
1.45 0.292442
1.5 0.292442
1.55 0.292442
1.6 0.292442
1.65 0.292442
1.7 0.295014
1.75 0.297587
1.8 0.299315
1.85 0.300173
1.9 0.302515
1.95 0.306573
2 0.308915
2.05 0.309773
2.1 0.319373
2.15 0.319373
2.2 0.322573
2.25 0.334515
2.3 0.341773
2.35 0.341773
2.4 0.3552
2.45 0.3552
2.5 0.459763
2.55 0.472627
2.6 0.487206
2.65 0.500928
2.7 0.51465
2.75 0.528371
2.8 0.542093
2.85 0.556672
2.9 0.570394
2.95 0.584115
3 0.597837
3.05 0.612416
3.1 0.626138
3.15 0.639859
3.2 0.653581
3.25 0.667302
3.3 0.681882
3.35 0.695603
3.4 0.709325
3.45 0.723046
3.5 0.737626
3.55 0.751347
3.6 0.765069
3.65 0.77879
3.7 0.792512
3.75 0.807091
3.8 0.820813
3.85 0.834534
3.9 0.848256
3.95 0.861978
4 0.876557
4.05 0.890278
4.1 0.904
4.15 0.917722
4.2 0.932301
4.25 0.946022
4.3 0.959744
4.35 0.973466
4.4 0.987187
4.45 1.00177
4.5 1.01549
4.55 1.02921
4.6 1.04293
4.65 1.05751
4.7 1.07123
4.75 1.08495
4.8 1.09868
4.85 1.1124
4.9 1.12698
4.95 1.1407
5 1.15442
