set output "queuesize.png"
1.000000 	 E 	 1 
1.000000 	 D 	 0 
1.020067 	 E 	 1 
1.020067 	 D 	 0 
1.020067 	 E 	 1 
1.020101 	 D 	 0 
1.040597 	 E 	 1 
1.040597 	 D 	 0 
1.040597 	 E 	 1 
1.041059 	 D 	 0 
1.061555 	 E 	 1 
1.061555 	 D 	 0 
1.061555 	 E 	 1 
1.061555 	 E 	 2 
1.062018 	 D 	 1 
1.062480 	 D 	 0 
1.082514 	 E 	 1 
1.082514 	 D 	 0 
1.082514 	 E 	 1 
1.082514 	 E 	 2 
1.082976 	 D 	 1 
1.083438 	 D 	 0 
1.103010 	 E 	 1 
1.103010 	 D 	 0 
1.103010 	 E 	 1 
1.103010 	 E 	 2 
1.103472 	 D 	 1 
1.103934 	 D 	 0 
1.103934 	 E 	 1 
1.103934 	 E 	 2 
1.103934 	 E 	 3 
1.104397 	 D 	 2 
1.104859 	 D 	 1 
1.105322 	 D 	 0 
1.123968 	 E 	 1 
1.123968 	 D 	 0 
1.123968 	 E 	 1 
1.123968 	 E 	 2 
1.124430 	 D 	 1 
1.124893 	 D 	 0 
1.124893 	 E 	 1 
1.124893 	 E 	 2 
1.124893 	 E 	 3 
1.125355 	 D 	 2 
1.125818 	 D 	 1 
1.125818 	 E 	 2 
1.125818 	 E 	 3 
1.125818 	 E 	 4 
1.126280 	 D 	 3 
1.126742 	 D 	 2 
1.127205 	 D 	 1 
1.127667 	 D 	 0 
1.144926 	 E 	 1 
1.144926 	 D 	 0 
1.144926 	 E 	 1 
1.144926 	 E 	 2 
1.145389 	 D 	 1 
1.145851 	 D 	 0 
1.145851 	 E 	 1 
1.145851 	 E 	 2 
1.145851 	 E 	 3 
1.146314 	 D 	 2 
1.146776 	 D 	 1 
1.146776 	 E 	 2 
1.146776 	 E 	 3 
1.146776 	 E 	 4 
1.147238 	 D 	 3 
1.147701 	 D 	 2 
1.147701 	 E 	 3 
1.147701 	 E 	 4 
1.147701 	 E 	 5 
1.148163 	 D 	 4 
1.148626 	 D 	 3 
1.149088 	 D 	 2 
1.149550 	 D 	 1 
1.150013 	 D 	 0 
1.165422 	 E 	 1 
1.165422 	 D 	 0 
1.165422 	 E 	 1 
1.165422 	 E 	 2 
1.165885 	 D 	 1 
1.166347 	 D 	 0 
1.166347 	 E 	 1 
1.166347 	 E 	 2 
1.166347 	 E 	 3 
1.166810 	 D 	 2 
1.167272 	 D 	 1 
1.167272 	 E 	 2 
1.167272 	 E 	 3 
1.167272 	 E 	 4 
1.167734 	 D 	 3 
1.168197 	 D 	 2 
1.168197 	 E 	 3 
1.168197 	 E 	 4 
1.168197 	 E 	 5 
1.168659 	 D 	 4 
1.169122 	 D 	 3 
1.169122 	 E 	 4 
1.169122 	 E 	 5 
1.169122 	 E 	 6 
1.169584 	 D 	 5 
1.170046 	 D 	 4 
1.170046 	 E 	 5 
1.170046 	 E 	 6 
1.170046 	 E 	 7 
1.170509 	 D 	 6 
1.170971 	 D 	 5 
1.171434 	 D 	 4 
1.171896 	 D 	 3 
1.172358 	 D 	 2 
1.172821 	 D 	 1 
1.173283 	 D 	 0 
1.185918 	 E 	 1 
1.185918 	 D 	 0 
1.185918 	 E 	 1 
1.185918 	 E 	 2 
1.186381 	 D 	 1 
1.186843 	 D 	 0 
1.186843 	 E 	 1 
1.186843 	 E 	 2 
1.186843 	 E 	 3 
1.187306 	 D 	 2 
1.187768 	 D 	 1 
1.187768 	 E 	 2 
1.187768 	 E 	 3 
1.187768 	 E 	 4 
1.188230 	 D 	 3 
1.188693 	 D 	 2 
1.188693 	 E 	 3 
1.189155 	 D 	 2 
1.189618 	 D 	 1 
1.190080 	 D 	 0 
1.192000 	 E 	 1 
1.192000 	 D 	 0 
1.192000 	 E 	 1 
1.192000 	 E 	 2 
1.192000 	 E 	 3 
1.192462 	 D 	 2 
1.192925 	 D 	 1 
1.193387 	 D 	 0 
1.202667 	 E 	 1 
1.202667 	 D 	 0 
1.202667 	 E 	 1 
1.202667 	 E 	 2 
1.202667 	 E 	 3 
1.203129 	 D 	 2 
1.203591 	 D 	 1 
1.204054 	 D 	 0 
1.213333 	 E 	 1 
1.213333 	 D 	 0 
1.213333 	 E 	 1 
1.213333 	 E 	 2 
1.213333 	 E 	 3 
1.213796 	 D 	 2 
1.214258 	 D 	 1 
1.214721 	 D 	 0 
1.224000 	 E 	 1 
1.224000 	 D 	 0 
1.224000 	 E 	 1 
1.224000 	 E 	 2 
1.224000 	 E 	 3 
1.224462 	 D 	 2 
1.224925 	 D 	 1 
1.225387 	 D 	 0 
1.234667 	 E 	 1 
1.234667 	 D 	 0 
1.234667 	 E 	 1 
1.234667 	 E 	 2 
1.234667 	 E 	 3 
1.235129 	 D 	 2 
1.235591 	 D 	 1 
1.236054 	 D 	 0 
1.245333 	 E 	 1 
1.245333 	 D 	 0 
1.245333 	 E 	 1 
1.245333 	 E 	 2 
1.245333 	 E 	 3 
1.245796 	 D 	 2 
1.246258 	 D 	 1 
1.246721 	 D 	 0 
1.256000 	 E 	 1 
1.256000 	 D 	 0 
1.256000 	 E 	 1 
1.256000 	 E 	 2 
1.256000 	 E 	 3 
1.256462 	 D 	 2 
1.256925 	 D 	 1 
1.257387 	 D 	 0 
1.266667 	 E 	 1 
1.266667 	 D 	 0 
1.266667 	 E 	 1 
1.266667 	 E 	 2 
1.266667 	 E 	 3 
1.267129 	 D 	 2 
1.267591 	 D 	 1 
1.268054 	 D 	 0 
1.277333 	 E 	 1 
1.277333 	 D 	 0 
1.277333 	 E 	 1 
1.277333 	 E 	 2 
1.277333 	 E 	 3 
1.277796 	 D 	 2 
1.278258 	 D 	 1 
1.278721 	 D 	 0 
1.288000 	 E 	 1 
1.288000 	 D 	 0 
1.288000 	 E 	 1 
1.288000 	 E 	 2 
1.288000 	 E 	 3 
1.288462 	 D 	 2 
1.288925 	 D 	 1 
1.289387 	 D 	 0 
1.298667 	 E 	 1 
1.298667 	 D 	 0 
1.298667 	 E 	 1 
1.298667 	 E 	 2 
1.298667 	 E 	 3 
1.299129 	 D 	 2 
1.299591 	 D 	 1 
1.300054 	 D 	 0 
1.309333 	 E 	 1 
1.309333 	 D 	 0 
1.309333 	 E 	 1 
1.309333 	 E 	 2 
1.309333 	 E 	 3 
1.309796 	 D 	 2 
1.310258 	 D 	 1 
1.310721 	 D 	 0 
1.320000 	 E 	 1 
1.320000 	 D 	 0 
1.320000 	 E 	 1 
1.320000 	 E 	 2 
1.320000 	 E 	 3 
1.320462 	 D 	 2 
1.320925 	 D 	 1 
1.321387 	 D 	 0 
1.330667 	 E 	 1 
1.330667 	 D 	 0 
1.330667 	 E 	 1 
1.330667 	 E 	 2 
1.330667 	 E 	 3 
1.331129 	 D 	 2 
1.331591 	 D 	 1 
1.332054 	 D 	 0 
1.341333 	 E 	 1 
1.341333 	 D 	 0 
1.341333 	 E 	 1 
1.341333 	 E 	 2 
1.341333 	 E 	 3 
1.341796 	 D 	 2 
1.342258 	 D 	 1 
1.342721 	 D 	 0 
1.352000 	 E 	 1 
1.352000 	 D 	 0 
1.352000 	 E 	 1 
1.352000 	 E 	 2 
1.352000 	 E 	 3 
1.352462 	 D 	 2 
1.352925 	 D 	 1 
1.353387 	 D 	 0 
1.362667 	 E 	 1 
1.362667 	 D 	 0 
1.362667 	 E 	 1 
1.362667 	 E 	 2 
1.362667 	 E 	 3 
1.363129 	 D 	 2 
1.363591 	 D 	 1 
1.364054 	 D 	 0 
1.373333 	 E 	 1 
1.373333 	 D 	 0 
1.373333 	 E 	 1 
1.373333 	 E 	 2 
1.373333 	 E 	 3 
1.373796 	 D 	 2 
1.374258 	 D 	 1 
1.374721 	 D 	 0 
1.384000 	 E 	 1 
1.384000 	 D 	 0 
1.384000 	 E 	 1 
1.384000 	 E 	 2 
1.384000 	 E 	 3 
1.384462 	 D 	 2 
1.384925 	 D 	 1 
1.385387 	 D 	 0 
1.394667 	 E 	 1 
1.394667 	 D 	 0 
1.394667 	 E 	 1 
1.394667 	 E 	 2 
1.394667 	 E 	 3 
1.395129 	 D 	 2 
1.395591 	 D 	 1 
1.396054 	 D 	 0 
1.405333 	 E 	 1 
1.405333 	 D 	 0 
1.405333 	 E 	 1 
1.405333 	 E 	 2 
1.405333 	 E 	 3 
1.405796 	 D 	 2 
1.406258 	 D 	 1 
1.406721 	 D 	 0 
1.416000 	 E 	 1 
1.416000 	 D 	 0 
1.416000 	 E 	 1 
1.416000 	 E 	 2 
1.416000 	 E 	 3 
1.416462 	 D 	 2 
1.416925 	 D 	 1 
1.417387 	 D 	 0 
1.426667 	 E 	 1 
1.426667 	 D 	 0 
1.426667 	 E 	 1 
1.426667 	 E 	 2 
1.426667 	 E 	 3 
1.427129 	 D 	 2 
1.427591 	 D 	 1 
1.428054 	 D 	 0 
1.437333 	 E 	 1 
1.437333 	 D 	 0 
1.437333 	 E 	 1 
1.437333 	 E 	 2 
1.437333 	 E 	 3 
1.437796 	 D 	 2 
1.438258 	 D 	 1 
1.438721 	 D 	 0 
1.448000 	 E 	 1 
1.448000 	 D 	 0 
1.448000 	 E 	 1 
1.448000 	 E 	 2 
1.448000 	 E 	 3 
1.448462 	 D 	 2 
1.448925 	 D 	 1 
1.449387 	 D 	 0 
1.458667 	 E 	 1 
1.458667 	 D 	 0 
1.458667 	 E 	 1 
1.458667 	 E 	 2 
1.458667 	 E 	 3 
1.459129 	 D 	 2 
1.459591 	 D 	 1 
1.460054 	 D 	 0 
1.469333 	 E 	 1 
1.469333 	 D 	 0 
1.469333 	 E 	 1 
1.469333 	 E 	 2 
1.469333 	 E 	 3 
1.469796 	 D 	 2 
1.470258 	 D 	 1 
1.470721 	 D 	 0 
1.480000 	 E 	 1 
1.480000 	 D 	 0 
1.480000 	 E 	 1 
1.480000 	 E 	 2 
1.480000 	 E 	 3 
1.480462 	 D 	 2 
1.480925 	 D 	 1 
1.481387 	 D 	 0 
1.490667 	 E 	 1 
1.490667 	 D 	 0 
1.490667 	 E 	 1 
1.490667 	 E 	 2 
1.490667 	 E 	 3 
1.491129 	 D 	 2 
1.491591 	 D 	 1 
1.492054 	 D 	 0 
1.501333 	 E 	 1 
1.501333 	 D 	 0 
1.501333 	 E 	 1 
1.501333 	 E 	 2 
1.501333 	 E 	 3 
1.501796 	 D 	 2 
1.502258 	 D 	 1 
1.502721 	 D 	 0 
1.512000 	 E 	 1 
1.512000 	 D 	 0 
1.512000 	 E 	 1 
1.512000 	 E 	 2 
1.512000 	 E 	 3 
1.512462 	 D 	 2 
1.512925 	 D 	 1 
1.513387 	 D 	 0 
1.522667 	 E 	 1 
1.522667 	 D 	 0 
1.522667 	 E 	 1 
1.522667 	 E 	 2 
1.522667 	 E 	 3 
1.523129 	 D 	 2 
1.523591 	 D 	 1 
1.524054 	 D 	 0 
1.533333 	 E 	 1 
1.533333 	 D 	 0 
1.533333 	 E 	 1 
1.533333 	 E 	 2 
1.533333 	 E 	 3 
1.533796 	 D 	 2 
1.534258 	 D 	 1 
1.534721 	 D 	 0 
1.544000 	 E 	 1 
1.544000 	 D 	 0 
1.544000 	 E 	 1 
1.544000 	 E 	 2 
1.544000 	 E 	 3 
1.544462 	 D 	 2 
1.544925 	 D 	 1 
1.545387 	 D 	 0 
1.554667 	 E 	 1 
1.554667 	 D 	 0 
1.554667 	 E 	 1 
1.554667 	 E 	 2 
1.554667 	 E 	 3 
1.555129 	 D 	 2 
1.555591 	 D 	 1 
1.556054 	 D 	 0 
1.565333 	 E 	 1 
1.565333 	 D 	 0 
1.565333 	 E 	 1 
1.565333 	 E 	 2 
1.565333 	 E 	 3 
1.565796 	 D 	 2 
1.566258 	 D 	 1 
1.566720 	 D 	 0 
1.576000 	 E 	 1 
1.576000 	 D 	 0 
1.576000 	 E 	 1 
1.576000 	 E 	 2 
1.576000 	 E 	 3 
1.576462 	 D 	 2 
1.576925 	 D 	 1 
1.577387 	 D 	 0 
1.586667 	 E 	 1 
1.586667 	 D 	 0 
1.586667 	 E 	 1 
1.586667 	 E 	 2 
1.586667 	 E 	 3 
1.587129 	 D 	 2 
1.587591 	 D 	 1 
1.588054 	 D 	 0 
1.597333 	 E 	 1 
1.597333 	 D 	 0 
1.597333 	 E 	 1 
1.597333 	 E 	 2 
1.597333 	 E 	 3 
1.597796 	 D 	 2 
1.598258 	 D 	 1 
1.598720 	 D 	 0 
1.608000 	 E 	 1 
1.608000 	 D 	 0 
1.608000 	 E 	 1 
1.608000 	 E 	 2 
1.608000 	 E 	 3 
1.608462 	 D 	 2 
1.608925 	 D 	 1 
1.609387 	 D 	 0 
1.618667 	 E 	 1 
1.618667 	 D 	 0 
1.618667 	 E 	 1 
1.618667 	 E 	 2 
1.618667 	 E 	 3 
1.619129 	 D 	 2 
1.619591 	 D 	 1 
1.620054 	 D 	 0 
1.629333 	 E 	 1 
1.629333 	 D 	 0 
1.629333 	 E 	 1 
1.629333 	 E 	 2 
1.629333 	 E 	 3 
1.629796 	 D 	 2 
1.630258 	 D 	 1 
1.630720 	 D 	 0 
1.640000 	 E 	 1 
1.640000 	 D 	 0 
1.640000 	 E 	 1 
1.640000 	 E 	 2 
1.640000 	 E 	 3 
1.640462 	 D 	 2 
1.640925 	 D 	 1 
1.641387 	 D 	 0 
1.650667 	 E 	 1 
1.650667 	 D 	 0 
1.650667 	 E 	 1 
1.650667 	 E 	 2 
1.650667 	 E 	 3 
1.651129 	 D 	 2 
1.651591 	 D 	 1 
1.652054 	 D 	 0 
1.661333 	 E 	 1 
1.661333 	 D 	 0 
1.661333 	 E 	 1 
1.661333 	 E 	 2 
1.661333 	 E 	 3 
1.661796 	 D 	 2 
1.662258 	 D 	 1 
1.662720 	 D 	 0 
1.672000 	 E 	 1 
1.672000 	 D 	 0 
1.672000 	 E 	 1 
1.672000 	 E 	 2 
1.672000 	 E 	 3 
1.672462 	 D 	 2 
1.672925 	 D 	 1 
1.673387 	 D 	 0 
1.682667 	 E 	 1 
1.682667 	 D 	 0 
1.682667 	 E 	 1 
1.682667 	 E 	 2 
1.682667 	 E 	 3 
1.683129 	 D 	 2 
1.683591 	 D 	 1 
1.684054 	 D 	 0 
1.693333 	 E 	 1 
1.693333 	 D 	 0 
1.693333 	 E 	 1 
1.693333 	 E 	 2 
1.693333 	 E 	 3 
1.693796 	 D 	 2 
1.694258 	 D 	 1 
1.694720 	 D 	 0 
1.704000 	 E 	 1 
1.704000 	 D 	 0 
1.704000 	 E 	 1 
1.704000 	 E 	 2 
1.704000 	 E 	 3 
1.704462 	 D 	 2 
1.704925 	 D 	 1 
1.705387 	 D 	 0 
1.714667 	 E 	 1 
1.714667 	 D 	 0 
1.714667 	 E 	 1 
1.714667 	 E 	 2 
1.714667 	 E 	 3 
1.715129 	 D 	 2 
1.715591 	 D 	 1 
1.716054 	 D 	 0 
1.725333 	 E 	 1 
1.725333 	 D 	 0 
1.725333 	 E 	 1 
1.725333 	 E 	 2 
1.725333 	 E 	 3 
1.725796 	 D 	 2 
1.726258 	 D 	 1 
1.726720 	 D 	 0 
1.736000 	 E 	 1 
1.736000 	 D 	 0 
1.736000 	 E 	 1 
1.736000 	 E 	 2 
1.736000 	 E 	 3 
1.736462 	 D 	 2 
1.736925 	 D 	 1 
1.737387 	 D 	 0 
1.746667 	 E 	 1 
1.746667 	 D 	 0 
1.746667 	 E 	 1 
1.746667 	 E 	 2 
1.746667 	 E 	 3 
1.747129 	 D 	 2 
1.747591 	 D 	 1 
1.748054 	 D 	 0 
1.757333 	 E 	 1 
1.757333 	 D 	 0 
1.757333 	 E 	 1 
1.757333 	 E 	 2 
1.757333 	 E 	 3 
1.757796 	 D 	 2 
1.758258 	 D 	 1 
1.758720 	 D 	 0 
1.768000 	 E 	 1 
1.768000 	 D 	 0 
1.768000 	 E 	 1 
1.768000 	 E 	 2 
1.768000 	 E 	 3 
1.768462 	 D 	 2 
1.768925 	 D 	 1 
1.769387 	 D 	 0 
1.778667 	 E 	 1 
1.778667 	 D 	 0 
1.778667 	 E 	 1 
1.778667 	 E 	 2 
1.778667 	 E 	 3 
1.779129 	 D 	 2 
1.779591 	 D 	 1 
1.780054 	 D 	 0 
1.789333 	 E 	 1 
1.789333 	 D 	 0 
1.789333 	 E 	 1 
1.789333 	 E 	 2 
1.789333 	 E 	 3 
1.789796 	 D 	 2 
1.790258 	 D 	 1 
1.790720 	 D 	 0 
1.800000 	 E 	 1 
1.800000 	 D 	 0 
1.800000 	 E 	 1 
1.800000 	 E 	 2 
1.800000 	 E 	 3 
